SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,LeadTime,CalcSales_NoDiscount,CalcSales_WithDiscount,Calculated_Total,Delay
86,0 Kensington Place,Camido,840-73-6286,8687,Volvo,V50,Pink,2010,545741.7,0299-5980,Charin Henriksson,Female,Research Assistant III,386-225-2847,chenriksson2d@chicagotribune.com,Daytona Beach,United States,US,Florida,2 Golf View Plaza,2018-09-25,64127-085,2019-05-27,Standard Class,Truck,32128,885892.96,2,0.77,china-unionpay,56022278480520004,Very Bad,244,1091483.4,251041.182,251041.18,244
92,417 Delladonna Road,Jayo,304-18-2648,232,Mazda,Miata MX-5,Crimson,2005,739132.03,55700-020,Gabriello Hegdonne,Male,Technical Writer,316-891-9761,ghegdonne2j@eepurl.com,Wichita,United States,US,Kansas,93 Schiller Terrace,2019-05-03,58118-0017,2019-05-24,Standard Class,Air,67230,989524.24,1,0.84,jcb,3566808648787113,Very Bad,21,739132.03,118261.12480000003,118261.12,21
94,9 Macpherson Terrace,Shuffledrive,857-91-5590,6292,Audi,RS 4,Blue,2008,716932.67,68462-179,Haley Nockells,Female,Account Representative I,502-605-8186,hnockells2l@elegantthemes.com,Louisville,United States,US,Kentucky,0081 Hayes Plaza,2019-01-05,41250-453,2019-03-28,First Class,Truck,40210,984950.9,2,0.81,jcb,3558836068417515,Very Good,82,1433865.34,272434.4146,272434.41,82
95,77436 Veith Park,Gevee,649-78-9218,9324,Nissan,Quest,Blue,1993,634734.96,76439-273,Abigael Smalridge,Female,Health Coach II,520-393-0569,asmalridge2m@behance.net,Tucson,United States,US,Arizona,51509 Briar Crest Plaza,2019-01-04,54473-241,2019-04-10,Second Class,Truck,85705,768759.71,2,0.59,jcb,3564341123916033,Very Good,96,1269469.92,520482.6672,520482.67,96
96,5298 Hayes Point,Twitterlist,839-11-6693,8159,Ford,Mustang,Maroon,1994,798765.11,52959-144,Gunther Stubbs,Male,Chief Design Engineer,314-333-8350,gstubbs2n@exblog.jp,Saint Louis,United States,US,Missouri,6441 Daystar Parkway,2018-11-03,57627-156,2019-03-20,First Class,Air,63169,881654.49,1,0.81,jcb,3533407953461677,Bad,137,798765.11,151765.37089999995,151765.37,137
98,98 Vahlen Street,Skilith,439-37-5086,9174,Nissan,370Z,Mauv,2009,734064.83,54868-6077,Osgood Dunkerk,Male,Safety Technician IV,785-367-0967,odunkerk2p@bravesites.com,Topeka,United States,US,Kansas,01 Quincy Pass,2018-08-02,31722-731,2019-05-29,Second Class,Air,66629,906383.42,2,0.29,bankcard,5602258316022289,Very Good,300,1468129.66,1042372.0586,1042372.06,300
99,966 Fallview Plaza,Talane,766-66-2819,7925,Jeep,Wrangler,Blue,1998,566961.7,0555-0140,Alvinia Alasdair,Female,Help Desk Operator,818-793-6320,aalasdair2q@rambler.ru,Los Angeles,United States,US,California,3156 Kipling Drive,2018-10-11,43353-914,2019-01-11,Second Class,Truck,90015,768636.97,2,0.57,china-unionpay,560223116915301780,Okay,92,1133923.4,487587.062,487587.06,92
100,02122 Sloan Park,Chatterbridge,819-68-9887,6395,Honda,S2000,Green,2003,636898.53,65691-0105,Arleta Blondelle,Female,General Manager,913-827-5744,ablondelle2r@people.com.cn,Shawnee Mission,United States,US,Kansas,9992 Portage Hill,2019-04-23,55648-787,2019-06-03,First Class,Truck,66286,827097.96,1,0.75,visa,4431637261364905,Very Bad,41,636898.53,159224.6325,159224.63,41
101,03 Dwight Junction,Skipfire,315-95-6593,8034,Cadillac,CTS-V,Red,2009,641631.95,55154-9357,Barbie Bridywater,Female,Dental Hygienist,212-664-6255,bbridywater2s@reuters.com,Jamaica,United States,US,New York,62 Buena Vista Parkway,2018-10-25,59614-298,2019-02-12,Standard Class,Air,11431,863138.65,2,0.53,china-unionpay,5610131498926173,Okay,110,1283263.9,603134.0329999999,603134.03,110
102,90280 Schlimgen Road,Fivebridge,739-39-5689,7619,Gmc,Suburban 1500,Red,1999,724303.85,52125-866,Curcio Januszewski,Male,Project Manager,303-536-9709,cjanuszewski2t@acquirethisname.com,Denver,United States,US,Colorado,837 Upham Lane,2018-08-25,59630-574,2019-02-20,Second Class,Truck,80243,898660.85,2,0.49,china-unionpay,560223188869325719,Good,179,1448607.7,738789.927,738789.93,179
103,69174 Springview Park,Realcube,433-53-9139,7023,Chevrolet,Sportvan G30,Teal,1995,679976.16,54458-907,Georgiana Decker,Female,Financial Analyst,253-129-3808,gdecker2u@wordpress.com,Olympia,United States,US,Washington,86058 Farwell Way,2019-03-29,43742-0489,2019-04-17,Standard Class,Truck,98516,955190.63,2,0.78,switch,6759202794132384842,Very Bad,19,1359952.32,299189.5104,299189.51,19
104,3 Transport Center,Skivee,615-13-4570,7855,Chevrolet,Express 1500,Red,2004,665876.6,33261-228,Angus Bilbey,Male,Analyst Programmer,202-489-6564,abilbey2v@tamu.edu,Washington,United States,US,District of Columbia,08432 Arizona Hill,2018-11-08,50181-0003,2019-04-02,Standard Class,Truck,20299,986265.39,1,0.3,switch,633349531242975847,Very Bad,145,665876.6,466113.62,466113.62,145
106,615 Lakewood Gardens Way,Buzzbean,640-88-8698,184,Pontiac,Grand Am,Turquoise,1996,543539.17,0363-1024,Garald Shepland,Male,Cost Accountant,225-811-0306,gshepland2x@narod.ru,Baton Rouge,United States,US,Louisiana,48819 Pleasure Road,2018-07-02,45963-346,2019-01-19,Second Class,Truck,70826,918972.63,1,0.32,mastercard,5452186627412025,Good,201,543539.17,369606.6356,369606.64,201
107,08 Shopko Trail,Voonix,543-42-8435,4143,Toyota,Sequoia,Green,2008,563223.72,50268-452,Michelle McLagain,Female,Human Resources Assistant IV,904-531-8925,mmclagain2y@woothemes.com,Jacksonville,United States,US,Florida,32978 Grayhawk Pass,2018-12-23,0270-0149,2019-02-23,Same Day,Truck,32236,742527.92,1,0.45,jcb,3555782393305582,Bad,62,563223.72,309773.04600000003,309773.05,62
108,8 Sunfield Park,Thoughtblab,542-88-8254,8525,Toyota,Celica,Yellow,1994,739368.39,37808-817,Morgun Pfaff,Male,Senior Quality Engineer,850-978-0378,mpfaff2z@economist.com,Pensacola,United States,US,Florida,0300 Colorado Avenue,2018-12-06,36800-443,2019-03-10,First Class,Air,32575,862137.37,2,0.27,jcb,3570142773130913,Bad,94,1478736.78,1079477.8494,1079477.85,94
109,0 Rutledge Lane,Yakitri,488-54-5386,9229,Bmw,M3,Violet,2011,543026.94,68084-009,Carmel Gentzsch,Female,Research Nurse,336-879-7974,cgentzsch30@yahoo.co.jp,Winston Salem,United States,US,North Carolina,27 Debs Center,2018-07-24,0904-5186,2019-05-25,Standard Class,Air,27157,956235.6,2,0.73,jcb,3528595441813827,Very Bad,305,1086053.88,293234.5476,293234.55,305
111,87 Heffernan Pass,Demivee,493-38-2166,720,Mitsubishi,Mirage,Puce,1998,593076.64,51918-1001,Danya Lambis,Male,Staff Scientist,817-933-4301,dlambis32@themeforest.net,Fort Worth,United States,US,Texas,1 Warner Trail,2019-03-20,65044-1060,2019-04-03,Second Class,Truck,76134,990328.59,2,0.29,visa-electron,4405307012691145,Bad,14,1186153.28,842168.8288,842168.83,14
112,5 Bluestem Way,Meedoo,320-16-8226,9609,Isuzu,Oasis,Mauv,1996,522435.2,55154-6127,Robbert Goodhand,Male,Senior Editor,801-200-3771,rgoodhand33@moonfruit.com,Provo,United States,US,Utah,56388 Veith Alley,2018-09-23,0378-1045,2019-01-28,Second Class,Air,84605,976754.62,2,0.7,visa-electron,4844134386981137,Bad,127,1044870.4,313461.12000000005,313461.12,127
114,850 Cordelia Plaza,Yotz,808-58-8679,7535,Pontiac,Bonneville,Puce,1999,723754.77,61598-200,Bobbi Collingdon,Female,Legal Assistant,210-748-9946,bcollingdon35@creativecommons.org,San Antonio,United States,US,Texas,65379 Marquette Avenue,2018-11-15,16590-954,2019-05-26,Standard Class,Truck,78220,935004.75,2,0.74,switch,6331100882230361415,Very Good,192,1447509.54,376352.4804,376352.48,192
115,7702 Bluestem Alley,Skinix,204-02-7998,695,Ford,Flex,Indigo,2010,563453.56,55315-455,Eddi Merryweather,Female,Occupational Therapist,212-389-0212,emerryweather36@fotki.com,New York City,United States,US,New York,70762 Westerfield Lane,2019-01-17,55301-619,2019-02-17,Same Day,Truck,10203,774003.01,2,0.57,diners-club-carte-blanche,30168754574449,Good,31,1126907.12,484570.0616000001,484570.06,31
116,132 Tennessee Parkway,Vinte,559-86-3976,4198,Honda,Accord,Blue,2011,745757.69,59078-039,Judy Hunt,Female,VP Marketing,504-318-5022,jhunt37@tinypic.com,New Orleans,United States,US,Louisiana,364 Algoma Lane,2018-06-25,0049-4940,2019-03-25,Same Day,Truck,70160,951211.32,1,0.72,diners-club-carte-blanche,30023540369531,Okay,273,745757.69,208812.1532,208812.15,273
117,25 Debs Plaza,Brainsphere,885-75-0938,1291,Buick,Rainier,Green,2007,564899.94,68026-544,Gustave Velte,Male,Project Manager,205-113-2865,gvelte38@zimbio.com,Birmingham,United States,US,Alabama,41054 Elka Pass,2019-01-21,0781-6135,2019-06-04,Standard Class,Truck,35295,800301.44,1,0.53,jcb,3566269655194075,Okay,134,564899.94,265502.97179999994,265502.97,134
118,2 Clemons Center,Vipe,723-83-8372,7949,Honda,Pilot,Mauv,2010,663125.07,21695-835,Nellie Lockier,Female,Senior Editor,775-563-8351,nlockier39@tamu.edu,Reno,United States,US,Nevada,26 Lillian Court,2018-12-24,41250-318,2019-03-06,Standard Class,Air,89510,743330.27,1,0.29,switch,6331103697769068653,Okay,72,663125.07,470818.7996999999,470818.8,72
120,7 Redwing Circle,Gabspot,431-91-7448,8231,Subaru,Impreza,Blue,2003,712744.35,49349-191,Richardo Beaver,Male,Programmer II,210-648-7948,rbeaver3b@yelp.com,San Antonio,United States,US,Texas,661 Trailsway Crossing,2018-11-29,0093-5514,2019-01-21,Same Day,Truck,78291,945325.6,1,0.68,americanexpress,337941087621115,Good,53,712744.35,228078.19199999995,228078.19,53
121,899 Cordelia Lane,Rooxo,184-89-9088,8139,Dodge,Stratus,Indigo,1997,786558.98,0067-6045,Onofredo Breede,Male,Programmer Analyst I,510-830-2761,obreede3c@people.com.cn,Berkeley,United States,US,California,36 Melrose Parkway,2019-05-12,11822-0442,2019-05-12,Same Day,Air,94705,821296.41,2,0.66,mastercard,5230271622225181,Good,0,1573117.96,534860.1063999999,534860.11,0
122,1008 Monica Pass,Twitterworks,499-15-3729,503,Ford,F350,Khaki,2009,505526.69,10096-0158,Vanni Usher,Female,Product Engineer,301-132-7936,vusher3d@paypal.com,Bethesda,United States,US,Maryland,571 Burning Wood Avenue,2018-07-20,76420-611,2019-04-29,Second Class,Air,20892,855201.29,2,0.67,americanexpress,375375316497497,Very Bad,283,1011053.38,333647.61539999995,333647.62,283
123,4988 Bultman Pass,Edgewire,669-10-9388,2199,Buick,Riviera,Turquoise,1989,764479.19,0574-0427,Arlette Cattanach,Female,Editor,425-958-6133,acattanach3e@army.mil,Seattle,United States,US,Washington,10 Fair Oaks Crossing,2018-07-29,0363-0438,2019-01-23,Same Day,Air,98104,872185.79,1,0.81,switch,6759711408170449,Bad,178,764479.19,145251.04609999995,145251.05,178
124,2 Lerdahl Junction,Riffwire,446-64-7077,695,Honda,Accord,Turquoise,1988,763573.51,52125-271,Gratiana Dunkley,Female,Structural Analysis Engineer,310-744-6141,gdunkley3f@chron.com,Torrance,United States,US,California,1 Lerdahl Parkway,2018-11-18,50436-4842,2019-02-13,First Class,Air,90505,861041.91,1,0.75,visa-electron,4175000043254110,Bad,87,763573.51,190893.3775,190893.38,87
126,7579 Prentice Circle,Yombu,271-23-9597,4530,Honda,Accord,Green,2003,712232.05,49715-019,Babbette Champken,Female,Internal Auditor,205-412-9488,bchampken3h@comsenz.com,Birmingham,United States,US,Alabama,0078 Lyons Center,2018-07-06,42808-201,2019-01-04,Second Class,Air,35242,761383.2,2,0.8,jcb,3574124196348278,Bad,182,1424464.1,284892.81999999995,284892.82,182
127,9785 Service Drive,Mycat,839-41-5843,1955,Gmc,Canyon,Orange,2008,799454.24,60505-3780,Ade Mityashev,Male,Senior Developer,513-192-0087,amityashev3i@xrea.com,Cincinnati,United States,US,Ohio,655 Elgar Pass,2018-10-10,59746-216,2019-01-08,Same Day,Air,45203,781571.38,1,0.3,mastercard,5100144377872183,Good,90,799454.24,559617.968,559617.97,90
129,39771 Bellgrove Avenue,Oyoloo,893-14-6140,8159,Lexus,IS-F,Fuscia,2010,540377.33,62175-891,Artie Ride,Male,Geologist I,860-222-3821,aride3k@yolasite.com,Hartford,United States,US,Connecticut,53 Carpenter Parkway,2018-12-13,51393-6668,2019-03-16,Standard Class,Air,6160,849594.22,1,0.68,jcb,3584425554616844,Okay,93,540377.33,172920.74559999997,172920.75,93
130,80 Gerald Alley,Livetube,527-99-2547,7915,Toyota,Prius,Purple,2003,673084.72,50036-571,Harrietta Fealey,Female,Help Desk Technician,804-947-0692,hfealey3l@phpbb.com,Richmond,United States,US,Virginia,90 Monument Parkway,2018-12-29,0096-0738,2019-04-12,Second Class,Truck,23213,957562.51,2,0.49,jcb,3548467212132850,Good,104,1346169.44,686546.4144,686546.41,104
131,278 Cody Plaza,Youspan,867-74-3976,9827,Gmc,Acadia,Maroon,2010,662222.31,47335-203,Kahaleel Rosengart,Male,Accountant IV,509-921-1228,krosengart3m@examiner.com,Spokane,United States,US,Washington,11 Stoughton Lane,2018-12-23,67544-023,2019-05-02,First Class,Truck,99205,807033.52,2,0.37,china-unionpay,5602231492740941,Okay,130,1324444.62,834400.1106000001,834400.11,130
132,455 Duke Lane,Livetube,100-10-4836,6563,Dodge,Ram 2500,Teal,1995,674793.45,55714-4401,Fitz Gretton,Male,Project Manager,704-785-5846,fgretton3n@godaddy.com,Charlotte,United States,US,North Carolina,3 Bultman Parkway,2018-09-20,50580-778,2019-02-06,First Class,Air,28235,912235.25,2,0.54,solo,633417671077350521,Bad,139,1349586.9,620809.9739999999,620809.97,139
133,09695 Waywood Crossing,Digitube,282-02-0435,9606,Mazda,MX-6,Turquoise,1996,520410.55,36800-004,Steven Enders,Male,Assistant Media Planner,813-898-1241,senders3o@shinystat.com,Tampa,United States,US,Florida,7513 Lighthouse Bay Center,2019-02-20,65003-018,2019-05-29,Standard Class,Truck,33673,891475.99,1,0.58,diners-club-enroute,201926091472053,Very Bad,98,520410.55,218572.431,218572.43,98
134,6414 Moulton Point,Rooxo,465-30-3895,6552,Gmc,Yukon XL 1500,Crimson,2010,698915.25,51141-5000,Sabine Maude,Female,Tax Accountant,281-924-4288,smaude3p@drupal.org,Houston,United States,US,Texas,2 Vidon Parkway,2018-08-19,42254-168,2019-03-10,First Class,Air,77035,759267.76,1,0.5,mastercard,5100144059580666,Very Good,203,698915.25,349457.625,349457.62,203
135,2 Commercial Avenue,Dynazzy,652-89-6783,3501,Kia,Sorento,Purple,2011,734569.89,65342-0001,Bill Richten,Female,Compensation Analyst,559-377-5433,brichten3q@hatena.ne.jp,Fresno,United States,US,California,3523 Clyde Gallagher Junction,2018-07-10,30142-910,2019-04-11,First Class,Air,93709,767218.08,1,0.66,maestro,6304635551857780477,Very Bad,275,734569.89,249753.7626,249753.76,275
136,7348 Mosinee Circle,Gabtype,121-80-3360,321,Nissan,Maxima,Red,2008,671133.91,37205-664,Yalonda Lampert,Female,Business Systems Development Analyst,808-150-6347,ylampert3r@creativecommons.org,Honolulu,United States,US,Hawaii,024 Onsgard Avenue,2018-10-06,30142-199,2019-05-30,Same Day,Truck,96825,919450.3,1,0.49,jcb,3581685013271563,Bad,236,671133.91,342278.2941,342278.29,236
138,5 Mesta Center,Linktype,368-88-5947,4107,Jaguar,XK,Pink,2007,633327.69,61786-020,Irving Winear,Male,Speech Pathologist,202-874-9997,iwinear3t@auda.org.au,Washington,United States,US,District of Columbia,858 Algoma Terrace,2018-07-14,55714-4418,2019-04-05,Same Day,Truck,20392,974671.7,2,0.25,americanexpress,374622271294984,Good,265,1266655.38,949991.535,949991.53,265
140,5 Onsgard Way,Ainyx,562-63-7880,9955,Mitsubishi,Diamante,Turquoise,2000,797965.14,47682-903,Lane Boreham,Male,Web Designer II,210-204-7413,lboreham3v@histats.com,San Antonio,United States,US,Texas,224 Express Place,2018-10-19,58466-033,2019-05-16,Second Class,Air,78250,767372.51,2,0.41,jcb,3572986732046489,Okay,209,1595930.28,941598.8652,941598.87,209
142,711 Messerschmidt Junction,Kazu,267-59-2200,5285,Infiniti,EX,Crimson,2009,607293.44,68220-160,Renato Bahike,Male,Accounting Assistant II,202-177-3286,rbahike3x@parallels.com,Washington,United States,US,District of Columbia,6 Declaration Street,2018-11-29,65044-2215,2019-05-04,Second Class,Air,20220,736586.79,2,0.6,jcb,3535489516184143,Very Good,156,1214586.88,485834.752,485834.75,156
145,0969 Kedzie Road,Voonyx,430-21-1212,7713,Eagle,Vision,Green,1996,711788.28,49884-949,Bail Starkie,Male,Senior Quality Engineer,304-916-7490,bstarkie40@cafepress.com,Morgantown,United States,US,West Virginia,720 Shasta Circle,2018-11-05,51862-216,2019-04-12,Second Class,Truck,26505,706160.79,2,0.79,diners-club-us-ca,5499633357387161,Very Bad,158,1423576.56,298951.0776,298951.08,158
146,5166 American Ash Park,Yata,311-16-9482,5103,Saab,900,Aquamarine,1989,798837.47,52959-880,Sonya Briscam,Female,Assistant Media Planner,860-741-5902,sbriscam41@bandcamp.com,West Hartford,United States,US,Connecticut,5 Dorton Center,2018-10-10,68382-032,2019-01-24,First Class,Air,6127,801115.22,1,0.63,jcb,3531452164771573,Okay,106,798837.47,295569.8639,295569.86,106
148,9031 Westport Road,Trunyx,465-55-6310,8964,Lamborghini,Gallardo,Puce,2010,642557.99,59779-115,Haskell Gilfether,Male,Database Administrator IV,503-616-4766,hgilfether43@oakley.com,Portland,United States,US,Oregon,37 Schlimgen Drive,2018-10-18,13630-0035,2019-02-27,Second Class,Truck,97286,892976.72,1,0.6,switch,633110723931220885,Very Bad,132,642557.99,257023.196,257023.2,132
149,083 Lotheville Street,Dazzlesphere,850-34-3773,2189,Lamborghini,Murciélago,Crimson,2008,587427.52,68151-4021,Ora Banghe,Female,Associate Professor,813-581-8697,obanghe44@ed.gov,Tampa,United States,US,Florida,0 Starling Terrace,2018-09-13,0268-0282,2019-05-20,Standard Class,Air,33605,977796.57,2,0.4,visa-electron,4844609873909204,Very Good,249,1174855.04,704913.024,704913.02,249
150,0464 Pond Trail,Youbridge,410-14-6619,1741,Toyota,Tacoma Xtra,Khaki,1996,600983.11,67046-017,Cirstoforo Pitsall,Male,Senior Editor,813-567-0594,cpitsall45@usa.gov,Tampa,United States,US,Florida,203 Corben Hill,2018-10-17,52667-001,2019-02-08,Second Class,Air,33673,926029.04,2,0.87,bankcard,5602228183454295,Very Good,114,1201966.22,156255.6086,156255.61,114
151,995 Kim Place,Aibox,679-67-8363,5523,Mitsubishi,GTO,Purple,1999,605573.45,69152-0006,Ermina Brambill,Female,Operator,816-808-9158,ebrambill46@whitehouse.gov,Independence,United States,US,Missouri,540 Veith Parkway,2019-05-29,68770-120,2019-06-03,Second Class,Air,64054,743622.93,2,0.74,jcb,3569241036440714,Very Bad,5,1211146.9,314898.194,314898.19,5
152,5 Mayfield Street,Tagtune,131-48-8804,4874,Nissan,Maxima,Violet,1997,724973.08,49348-274,Roberto Voase,Male,Structural Engineer,626-727-2694,rvoase47@harvard.edu,Los Angeles,United States,US,California,38271 6th Pass,2018-12-14,21695-388,2019-06-13,Same Day,Truck,90020,744128.64,1,0.89,mastercard,5007667395831637,Okay,181,724973.08,79747.03879999998,79747.04,181
153,38186 Bunting Junction,Oozz,186-07-8144,981,Dodge,Viper,Puce,2004,568613.03,53620-101,Zea O'Dooghaine,Female,Research Associate,925-895-4232,zodooghaine48@vkontakte.ru,Concord,United States,US,California,79427 Victoria Plaza,2018-07-03,43742-0012,2019-04-12,Second Class,Air,94522,875011.94,2,0.33,americanexpress,376169794994748,Bad,283,1137226.06,761941.4602,761941.46,283
154,745 Veith Circle,Fadeo,631-69-3897,8739,Buick,Regal,Yellow,2002,524700.33,43353-754,Geoffrey Ackermann,Male,Pharmacist,320-706-1610,gackermann49@foxnews.com,Saint Cloud,United States,US,Minnesota,34617 Lakeland Street,2019-04-13,55289-720,2019-05-13,Same Day,Truck,56372,961575.66,1,0.84,mastercard,5100145415862946,Very Good,30,524700.33,83952.0528,83952.05,30
156,48 Mockingbird Trail,Yozio,446-25-6296,7674,Jaguar,XK Series,Maroon,2005,633145.47,66758-004,Wilmar Rennebach,Male,Clinical Specialist,571-864-7389,wrennebach4b@fastcompany.com,Alexandria,United States,US,Virginia,57101 Clove Hill,2018-11-30,62011-0200,2019-02-14,Same Day,Air,22313,881577.52,2,0.87,jcb,3534242391719454,Bad,76,1266290.94,164617.8222,164617.82,76
157,928 Hayes Park,Skinix,111-84-2828,5771,Toyota,Matrix,Turquoise,2011,612526.42,65044-6693,Rafaelia Grzeskowski,Female,Research Associate,724-985-3190,rgrzeskowski4c@europa.eu,Pittsburgh,United States,US,Pennsylvania,05821 Bunker Hill Trail,2018-12-22,59062-1381,2019-03-10,Second Class,Air,15235,832307.58,2,0.45,visa-electron,4913094294455325,Good,78,1225052.84,673779.0620000002,673779.06,78
158,54120 5th Lane,Skidoo,227-14-6321,9232,Suzuki,Sidekick,Blue,1992,541872.99,0121-0772,Allissa Gwilt,Female,General Manager,785-599-7924,agwilt4d@blogger.com,Topeka,United States,US,Kansas,6245 Oakridge Plaza,2018-06-19,10742-8152,2019-04-23,Second Class,Air,66622,781324.74,1,0.6,mastercard,5002351368900340,Very Good,308,541872.99,216749.196,216749.2,308
160,82406 Nevada Center,Viva,422-89-1758,8026,Kia,Borrego,Green,2009,700402.15,49348-616,Yasmeen Ridulfo,Female,Automation Specialist II,530-803-4379,yridulfo4f@dailymail.co.uk,South Lake Tahoe,United States,US,California,134 Stang Trail,2019-03-08,11410-162,2019-06-12,Same Day,Truck,96154,795220.22,2,0.3,diners-club-carte-blanche,30136330022662,Very Bad,96,1400804.3,980563.01,980563.01,96
161,36 Manitowish Pass,Skipfire,868-61-9439,8499,Chevrolet,HHR,Turquoise,2007,754328.07,63565-0001,Modesta Canedo,Female,Software Consultant,804-831-0385,mcanedo4g@networksolutions.com,Richmond,United States,US,Virginia,4 Nevada Plaza,2018-09-29,68546-325,2019-04-27,Same Day,Truck,23242,969791.15,1,0.45,jcb,3535395515566620,Okay,210,754328.07,414880.4385,414880.44,210
